,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,ClassEntropy,LandmarkLDA,LandmarkNaiveBayes,LandmarkDecisionTree,LandmarkDecisionNodeLearner,LandmarkRandomNodeLearner,Landmark1NN,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC
4122,1426.0,7.262628600974241,7.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.7180925666199158,-0.3311567953747882,1.392578125,0.3311567953747881,0.0070126227208976155,0.2980364656381487,0.14285714285714285,0.1129083369318116,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.258377792594785,0.16839354686035835,0.2787164476219016,0.3006818749375687,0.3322591102168567,0.29803495321812673,0.27813852976012104,0.3935546875,10.00949478149414,3.34932017326355
454,1340.0,7.200424892944957,3.0,16.0,2.772588722239781,20.0,0.01492537313432836,1.0,0.0625,20.0,0.0009328358208955225,15.0,1.0,15.0,0.06666666666666668,0.011940298507462687,-4.4278361707051745,83.75,4.4278361707051745,0.042537313432835816,0.9067164179104478,0.3333333333333333,0.4054569175599644,7.0,7.0,7.0,0.0,7.0,0.24697366572671786,7.998074457816262,2.028513269235245,2.1057514190112268,-1.864301085472107,2.4628777503967285,0.7818609492055008,0.943707292063658,0.5400978590902225,0.9298959803398136,0.8397020082998088,0.9074781084325468,0.9067596437195808,0.9067596437195808,0.9201543697930186,0.4375,0.8522140979766846,0.7731040120124817
3895,127.0,4.84418708645859,6.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,8.062992125984252,2.087284719140862,0.1240234375,-2.087284719140862,0.05511811023622047,0.3464566929133858,0.16666666666666666,0.09507871751538034,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.358324621881376,0.33656759906759903,0.4631993006993007,0.5191404428904429,0.4931993006993008,0.3417162004662004,0.3741404428904429,0.080078125,-1.4070584774017334,0.5196521878242493
40477,2800.0,7.937374696163295,5.0,26.0,3.258096538021482,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.3,3.333333333333333,0.009285714285714286,-4.6792781581418135,107.69230769230771,4.6792781581418135,0.01107142857142857,0.5828571428571429,0.2,0.21277635091852684,2.0,2.0,2.0,0.0,40.0,4.611268021930725,317.00134134985717,67.55923091457294,112.70905447290676,1.3161963224411009,15.638879776000975,4.0524948438008614,5.197186911171199,1.5276631408411314,0.6936048282449707,0.17609774766149414,0.6046676281492831,0.6185936211921974,0.5828670206804418,0.6111654767698528,0.38461538461538464,7.925071716308594,0.9223880767822266
41027,44819.0,10.71038743563792,3.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.00013387179544389658,-8.918627966409863,7469.833333333332,8.918627966409863,0.09672237220821528,0.5145585577545237,0.3333333333333333,0.1750189596598987,0.0,0.0,0.0,0.0,0.0,-1.4216495222736374,-1.2472623305908956,-1.3344626467931489,0.07119319079669358,-0.6292301416397095,4.44090946984943e-05,-0.20973985943116227,0.29662438224584153,1.3491090889091473,0.6537854421341134,0.6669706942822939,0.6590950154640851,0.6159420567103979,0.5145585698889278,0.7424395472804468,1.0,-0.6521620750427246,0.5206983685493469
3842,60.0,4.0943445622220995,4.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,17.066666666666666,2.837127243377352,0.05859375,-2.837127243377352,0.016666666666666666,0.4833333333333333,0.25,0.17950549357115014,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.5460665997746126,0.3375,0.6083333333333333,0.5791666666666667,0.4375,0.4208333333333333,0.4666666666666666,0.03515625,5.281042098999023,2.556684970855713
1099,150.0,5.010635294096256,5.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.02666666666666667,-3.624340932976365,37.5,3.624340932976365,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.16927204523832715,0.25954895019433444,0.0414290055559563,0.184212197270424,-0.1760300099849701,0.1394818276166916,0.00440876791253686,0.12039907931585928,2.321928094887362,0.2866666666666667,0.2533333333333333,0.22666666666666666,0.2333333333333333,0.22666666666666666,0.28,1.0,0.003486871719360352,0.31641680002212524
3856,81.0,4.394449154672439,6.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,12.641975308641975,2.5370226509270144,0.0791015625,-2.5370226509270144,0.012345679012345678,0.9135802469135802,0.16666666666666666,0.3340755340181434,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.6176333478655842,0.21739010989010987,0.9415384615384615,0.7858241758241757,0.8451098901098899,0.9415384615384615,0.9415384615384615,0.0654296875,4.989560127258301,1.6004179716110232
118,1000000.0,13.815510557964275,10.0,47.0,3.8501476017100575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,4.7e-05,-9.965362956254216,21276.59574468085,9.965362956254216,0.09942999999999999,0.10038,0.1,0.0003052913362675056,3.0,3.0,3.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3219213670667136,0.767231985584182,0.6861949996601808,0.7624789977715222,0.19297700023418535,0.1900030042126132,0.7726880006670233,0.6382978723404256,-0.5820877552032471,0.22212685644626615
3301,111.0,4.709530201312334,6.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,9.225225225225225,2.2219416042871187,0.1083984375,-2.221941604287119,0.009009009009009007,0.3963963963963964,0.16666666666666666,0.14002658777218333,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.0321645072224324,0.2756715506715507,0.6276923076923078,0.6402930402930403,0.4298595848595849,0.3987484737484738,0.44810134310134303,0.0654296875,2.398934364318848,1.731260061264038
1516,88.0,4.477336814478207,4.0,90.0,4.499809670330264,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,1.0227272727272727,0.022472855852058576,0.9777777777777776,-0.022472855852058632,0.18181818181818185,0.3863636363636364,0.25,0.08154943235458706,0.0,0.0,0.0,0.0,0.0,2.186028946352673,31.03070295976082,10.708737861855958,7.50511468562013,-2.5826704502105717,2.467170000076294,-0.20619037089248496,1.5128681628781315,1.9287580870222831,0.3537049062049061,0.9423376623376624,0.7132395382395383,0.6015331890331891,0.3219191919191919,0.744520202020202,0.16666666666666666,6.004636764526367,1.295297384262085
1502,245057.0,12.409246115528562,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2242049808819987e-05,-11.310633826860455,81685.66666666669,11.310633826860455,0.2075394704089253,0.7924605295910747,0.5,0.2924605295910747,0.0,0.0,0.0,0.0,0.0,-0.9154772013184592,-0.6012009523349433,-0.7938575251307279,0.13778502743661875,-0.621743381023407,-0.037671703845262534,-0.33402304475506145,0.2385243547331009,0.7367531276768885,0.931268892925109,0.9222224284470002,0.9887578260771666,0.8780000798262328,0.7924605297324744,0.9928303107806452,0.6666666666666666,-0.596064567565918,-0.5689629912376404
3315,2055.0,7.628031126930335,7.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.4982968369829684,-0.6965593213308818,2.0068359375,0.6965593213308819,0.0019464720194647203,0.29635036496350364,0.14285714285714285,0.11853486565232155,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.179687053750135,0.2749663768937317,0.2831538794747168,0.2697035723201356,0.2803634013366788,0.2676051418108755,0.29598408156338923,0.482421875,1.6395058631896973,1.3278359174728394
3473,2360.0,7.766416898019655,7.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.43389830508474575,-0.8349450924202027,2.3046875,0.8349450924202027,0.00211864406779661,0.27584745762711865,0.14285714285714288,0.0947108521393381,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.409596647072135,0.3466090281793535,0.33168889065639096,0.3717467683263981,0.3435677785735991,0.2792272974696309,0.3173878648883619,0.583984375,1.2901930809020996,1.39337158203125
40846,157.0,5.056245805348309,2.0,20.0,2.9957322735539913,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.12738853503184713,-2.0605135317943173,7.85,2.060513531794317,0.10191082802547773,0.8980891719745223,0.5,0.3980891719745223,0.0,0.0,0.0,0.0,0.0,-1.0415083852547815,52.728494532592315,10.54249089382697,13.972753008094886,-0.4544613063335418,7.007908344268799,2.4912118718028067,1.8093880769319173,0.4750236744443028,0.8877696078431374,0.5146568627450979,0.8036029411764705,0.8990686274509805,0.8990686274509805,0.8544362745098041,0.55,4.9007182121276855,1.476947784423828
124,1000000.0,13.815510557964275,2.0,15.0,2.7080502011022096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.4999999999999999e-05,-11.107460356862063,66666.66666666669,11.107460356862063,0.44510200000000005,0.554898,0.5,0.054898,2.0,14.0,3.933333333333333,3.1510139461590594,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912864823919534,0.8521819986640896,0.8286889992631586,0.8827380012253062,0.8521769985340872,0.5548980000021957,0.836053008693507,0.3333333333333333,-1.2007508277893066,0.16996997594833374
130,1000000.0,13.815510557964275,7.0,19.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.9e-05,-10.871071578797832,52631.57894736842,10.871071578797832,0.14236600000000002,0.143586,0.14285714285714285,0.000375408131646242,1.0,3.0,2.8947368421052637,0.4465937565388721,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8073499433070728,0.7986659988329909,0.7087339960017285,0.8747199893046684,0.2703529980438412,0.2842789999533276,0.8233718726681643,0.4736842105263158,-0.13265419006347656,1.0539954900741575
656,100.0,4.605170185988092,4.0,5.0,1.6094379124341005,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.05,-2.9957322735539913,20.0,2.9957322735539913,0.04,0.68,0.25,0.2519920633670831,0.0,0.0,0.0,0.0,0.0,-1.2746798866502178,-0.5100554551682914,-0.9251883873997636,0.2691855503816809,-0.25337302684783936,0.37596595287323,0.17072864323854448,0.2485432486297818,1.3541859576379551,0.6188131313131313,0.7189393939393939,0.6813636363636364,0.6894949494949495,0.6894949494949495,0.7076010101010101,0.8,-0.5100669860839844,0.37085315585136414
865,100.0,4.605170185988092,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.02,-3.912023005428147,50.0,3.912023005428147,0.07,0.93,0.5,0.43,3.0,3.0,3.0,0.0,3.0,-1.8639073431414488,-1.8639073431414488,-1.8639073431414488,0.0,0.10821952670812607,0.10821952670812607,0.10821952670812607,0.0,0.3659236509002232,0.9327272727272728,0.8927272727272728,0.9136363636363636,0.9327272727272728,0.9327272727272728,0.8641414141414143,0.5,-1.926586627960205,0.1720033884048462
40675,163.0,5.093750200806762,2.0,9.0,2.19722457733622,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.05521472392638037,-2.8965256234705428,18.11111111111111,2.8965256234705428,0.4662576687116564,0.5337423312883436,0.5,0.03374233128834358,0.0,0.0,0.0,0.0,0.0,-0.13795177940344994,139.78072964363008,18.91649550556189,42.86270637386307,-2.9828219413757324,11.657021522521973,1.3233999709288278,4.031410670060474,0.9967123557000844,0.6847794117647058,0.6126715686274511,0.8031862745098038,0.7435784313725491,0.5409313725490196,0.8087009803921568,0.6666666666666666,4.862677097320557,2.0360050201416016
871,3848.0,8.255308811785596,2.0,5.0,1.6094379124341005,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0012993762993762994,-6.645870899351497,769.6,6.645870899351497,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3099460129671181,0.1933745699295604,-0.09804192746029114,0.16683316359575678,-0.13052956759929654,0.10975094139575957,0.020609458535909654,0.09719358975841402,1.0,0.4823334952504318,0.4880653605354059,0.498936744386874,0.5044176381692573,0.5010376187392056,0.4856635902417962,0.8,-0.04421663284301758,0.1498168259859085
3498,249.0,5.5174528964647065,6.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,4.112449799196787,1.4140189091347457,0.2431640625,-1.4140189091347457,0.008032128514056224,0.3734939759036144,0.16666666666666666,0.11027125696008612,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,2.231091071030451,0.35119336219336217,0.5716973565886609,0.586101752514796,0.4405622268230964,0.3706355689399167,0.5760109061630799,0.1201171875,-1.1573959589004517,0.3869801461696625
859,74.0,4.30406509320417,2.0,8.0,2.079441541679836,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.10810810810810813,-2.2246235515243336,9.25,2.224623551524334,0.4189189189189189,0.581081081081081,0.5,0.08108108108108106,0.0,0.0,0.0,0.0,0.0,-0.6645693872729939,7.960043475765276,2.209739423894593,2.7274401297216757,-1.1449518203735352,2.2302846908569336,1.0152277760207653,1.007605976968682,0.9809470132751208,0.9666666666666666,0.9095238095238096,0.913095238095238,0.9714285714285716,0.4948412698412698,0.9571428571428572,0.75,-0.14307403564453125,0.8229046463966371
695,235.0,5.45958551414416,113.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.05106382978723404,-2.9746788643561586,19.58333333333333,2.9746788643561586,0.00425531914893617,0.0425531914893617,0.008849557522123894,0.0063329892847326895,0.0,0.0,0.0,0.0,0.0,-1.2000435915756449,1.9650868261798529,0.6812838807475119,0.7811222822879312,0.0,1.2990268468856812,0.9809599320093789,0.32288181053923803,6.523046151016074,0.50294644425862,0.06334427143398765,0.1477523920490048,0.4684291143705242,0.4901532523015587,0.051975661405017526,0.4166666666666667,0.4321079254150391,0.9589217305183412
40649,1600.0,7.377758908227872,2.0,20.0,2.9957322735539913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0125,-4.382026634673881,80.0,4.382026634673881,0.5,0.5,0.5,0.0,2.0,3.0,2.95,0.21794494717703367,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.494375,0.4675,0.5449999999999999,0.5118750000000001,0.5037500000000001,0.5431250000000001,0.85,-0.403141975402832,0.019341623410582542
3513,78.0,4.356708826689592,2.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,13.128205128205128,2.5747629789098614,0.076171875,-2.5747629789098614,0.038461538461538464,0.9615384615384616,0.5,0.4615384615384616,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.2351933818192415,0.14007936507936508,0.9666666666666666,0.860515873015873,0.9666666666666666,0.9666666666666666,0.8908730158730158,0.0634765625,0.4739229679107666,0.5215867757797241
3275,887.0,6.787844982309578,6.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,1.1544532130777905,0.14362682328987356,0.8662109375,-0.1436268232898736,0.004509582863585118,0.6279594137542277,0.16666666666666666,0.2166824226816346,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.561473135479566,0.3329778341595692,0.5398580305398347,0.5882844154416113,0.6202912200620051,0.6282457655165505,0.6372497492055893,0.408203125,19.774925231933594,4.2077717781066895
1462,1372.0,7.22402480828583,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.002915451895043732,-5.837730447165941,343.0,5.83773044716594,0.4446064139941691,0.5553935860058309,0.5,0.055393586005830886,0.0,0.0,0.0,0.0,0.0,-0.7532150953920573,1.2614807948292237,0.13989741134898548,0.7929947117748859,-1.0211250782012942,1.0873781442642212,-0.1191609799861908,0.7657571921070566,0.991128125746746,0.9766740717232626,0.8410769068020736,0.9854173278324344,0.839617052787475,0.839617052787475,0.997815508304242,0.75,-0.2307264804840088,0.4028813540935517
1476,13910.0,9.540363284917488,6.0,128.0,4.852030263919617,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.009202012940330698,-4.688333020997871,108.671875,4.688333020997871,0.1179726815240834,0.2163191948238677,0.16666666666666666,0.038799145068727815,0.0,0.0,0.0,0.0,0.0,-0.07443268977892181,13904.093972953891,1036.775384128307,2825.602381333429,-87.64442443847656,117.92219543457031,4.619810214731841,29.03392716639155,2.5456958326360266,0.9096978447114696,0.545059338441695,0.8725080785827434,0.3891570213417479,0.2842019558276369,0.9201906092894584,0.1015625,4.531904697418213,1.5557998418807983
3507,153.0,5.030437921392434,5.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,6.69281045751634,1.9010338842070176,0.1494140625,-1.9010338842070176,0.006535947712418301,0.40522875816993453,0.2,0.14665012197993962,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.8437957180008515,0.4423573639982309,0.4671413828689371,0.5634099955771783,0.485454813504349,0.4732566710894884,0.5426905499041721,0.0703125,-1.4370067119598389,0.17056280374526978
736,111.0,4.709530201312334,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.027027027027027032,-3.610917912644224,37.0,3.610917912644224,0.4774774774774775,0.5225225225225225,0.5,0.022522522522522515,0.0,0.0,0.0,0.0,0.0,-0.9292249487142392,1.2044083050045646,-0.1309538785043638,0.9502448327781229,-0.486246645450592,1.2481036186218262,0.1789203186829885,0.7635070876423464,0.9985358500505678,0.7231818181818183,0.6966666666666667,0.5878787878787879,0.7231818181818181,0.5818181818181818,0.5981818181818181,1.0,-0.6981568336486816,0.11546561866998672
3249,740.0,6.606650186198214,7.0,1024.0,6.931471805599452,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,1.383783783783784,0.3248216194012377,0.72265625,-0.3248216194012377,0.0013513513513513516,0.5445945945945946,0.14285714285714285,0.1761305579253664,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.8638710470978028,0.3248449923830977,0.4425972698980609,0.5499815979943319,0.5450283762747586,0.5257976070439894,0.5436026837724696,0.2041015625,-0.2406802177429199,1.1085052490234375
4532,98050.0,11.493232831624491,2.0,28.0,3.332204510175204,1.0,1.0198878123406424e-05,9.0,0.32142857142857145,9.0,3.278210825380637e-06,28.0,0.0,0.0,0.0,0.0002855685874553799,-8.161028321449287,3501.785714285714,8.161028321449287,0.4714227434982152,0.5285772565017848,0.5,0.028577256501784807,0.0,0.0,0.0,0.0,0.0,-1.8618190869729725,8.134853015566371,1.31232731171464,3.474836601824537,-0.005582327954471111,2.001610517501831,0.6015334444175671,0.8091098416220258,0.9976423339342788,0.6399591408793162,0.5991738010033376,0.6270065915710733,0.6071186709293585,0.528577256680009,0.5909025139062544,0.8214285714285714,12.331313133239744,2.467083692550659
